"anio","mes","sector","resolucion","expediente","beneficiario","apoderado","tramite"
2017,12,"Energia Renovable","E2017001802","E2017001802","VIENTOS DE ELECTROTECNIA S. A. DE C. V.","JUDITH LILI GIR?N FUNEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,12,"Energia Renovable","E2017001957","E2017001957","VESTAS HONDURAS S.A DE C.V.","FERNANDO ALFREDO GOMEZ","EXONERACION DE RETENCION SOBRE LOS PAGOS DE SERVICIOS U HONORARIOS CONTRATADOS CON PERSONAS NATURALES O JURIDICAS EXTRANJERAS"
2017,12,"Energia Renovable","E2017001468","E2017001468","VESTAS HONDURAS S.A DE C.V.","FERNANDO ALFREDO GOMEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,12,"ONG","E2017001648","E2017001648","ASOCIACION PARA EL FORTALECIMIENTO DE LOS HONDURE?OS","JULIA ISABEL RIVERA ORELLANA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,12,"ONG","E2017001767","E2017001767","PROYECTO ALDEA GLOBAL","CONCEPCION CHEVEZ VELASQUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,12,"ONG","E2017001590","E2017001590","FUNDACION HONDUREnA DE DESARROLLO INTEGRAL FUHDEIN","JOSE RONALDO PAZ HERNANDEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,12,"ONG","E2017001633","E2017001633","ASOCIACION NUEVO AMANECER","JOSE LUIS SOSA MARTINEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,12,"ONG","E2017001670","E2017001670","CENTRO DE JUBILEO INTERNACIONAL CJI","ARTURO ZACAPA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,12,"ONG","E2017001683","E2017001683","ASOCIACION DE IGLESIAS EVANGELICAS CENTROAMERICANAS DE HONDURAS ASIECAH","DEMETRIO VALLADARES HERNANDEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y   APORTACION SOLIDARIA"
2017,12,"ONG","E2017001473","E2017001473","CRUZ VERDE DE HONDURAS","GLORIA SUYAPA BARCENAS VALLADARES","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,12,"Proyectos Estatales con F. Ex.","EM2017001821","E2017001821","PROYECTO DESARROLLO COMPETITIVO INCLUSIVO Y SOSTENIBLE DE LAS CADENAS DE CAFE CACAO FINO DE AROMA EN EL DEPARTAMENTO DEL PARAISO MARA?ON EN LOS DEPARTAMENTOS DE CHOLUTECA Y VALLE EN HONDURAS PROGRESA",0,"MODIFICACION VIA AMPLIACION  de  la  Resolucion  No.  E201001821"
2017,12,"RIT","E2017001354","E2017001354","COMPAnIA DISTRIBUIDORA DEL SUR S. DE R. L. DE C. V.","JOSE ROBERTO ZELAYA ALVAREZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,12,"RIT","E2017001423","E2017001423","CORPORACION INDUSTRIAL DE SULA S.A. COINSU","HECTOR EMILIO SANCHEZ AGUILERA","MODIFICACION VIA AMPLIACION DE LA RESOLUCION No. E2017001423 DE EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,12,"Sector Publico","EM2017000092","E2017000092","INSTITUTO HONDURE?O DE SEGURIDAD SOCIAL I.H.S.S.","FRANCISCO ANTONIO MONTOYA MARTINEZ","MODIFICACION VIA AMPLIACION DE LA EXONERACION DEL IMPUESTO SOBRE VENTAS DE LA RESOLUCION No. E2017000092"
2017,12,"Zolitur","E2017001558","E2017001558","INVERSIONES DEL CARIBE S. A.","ANGELA YAMILETH AGUILAR PALENCIA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO APORTACION SOLIDARIA"
2017,12,"Zolitur","E2017001598","E2017001598","ISLAND CONCRETE CONSTRUCTION Y DEVELOPMENT S.A. DE C.V.","PATRICIA VERONICA ORDO?EZ ESCOTO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE VENTAS"
2017,12,"Zolitur","E2017001624","E2017001624","WHITE GLOVE INVESTMENT COMPANY S.A.","EDITH ROSIBEL DIAZ GOMEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,12,"Zolitur","DGCFA-ACPV-0008-2017","C-ACPV-DGCFA-0005-2017","CORPORACION ISLE?A S. DE R.L.","DEISY MAIRENA DIAZ","EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL PERIODO FISCAL 2018"
2017,12,"Zonas Libres","E2017001429","E2017001429","OMEGA DE HONDURAS S. DE R.L. DE C.V.","JULIO EDUARDO GOM VENTURA","Exoneracion del Impuesto Sobre la Renta Aportacion Solidaria y Activo Neto contenido en el Decreto de Zonas Libre para los periodos fiscales 2016 y 2017"
2017,11,"AgroIndutriales","E2017001379","E2017001379","COMPAnIA AZUCARERA HONDUREnA","KARLA ESTER REYES INTERIANO","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"AgroIndutriales","E2017001387","E2017001387","AVICOLA LOS DRAGOS S. DE R. L. DE C. V.","DUNIA PRISCILA MURILLO MALDONADO","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"AgroIndutriales","E2017001484","E2017001484","INTER-AMERICANA HONDURAS S. A. DE C. V.","JOSE ROBERTO TIJERINO INESTROZA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"Art 15 de la Ley ISV","E2017000214","E2017000214","LECHE Y DERIVADOS SOCIEDAD ANONIMA LEYDE","OSCAR ALVARENGA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"Cooperativas","E2017001037","E2017001037","COOPERATIVA AGROPECUARIA UNION CHINACLA LIMITADA","EDGARDO BENJAMIN JEREZANO SARMIENTO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS FISCALES  2016"
2017,11,"Energia Renovable","E2017001381","E2017001381","ENERG?A BASICA S. A.","DUNIA PRISCILA MURILLO MALDONADO","EXONERACION DEL IMPUESTO SOBRE LA RENTA Y SUS RETENCIONES SOBRE LOS PAGOS DE SERVICIOS U HONORARIOS CONTRATADOS CON PERSONAS NATURALES O JURIDICAS EXTRANJERAS"
2017,11,"Energia Renovable","E2017001350","E2017001350","ELECTROTECNIA S. A. DE C. V.","CAROLINA CASTILLO ARGUETA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO APORTACION SOLIDARIA E IMPUESTO DE GANANCIA DE CAPITAL Y DEMAS IMPUESTOS CONEXOS A LA RENTA PARA EL PERIODO FISCAL 2017"
2017,11,"Energia Renovable","E2017001335","E2017001335","VIENTOS DE ELECTROTECNIA S. A. DE C. V.","CAROLINA CASTILLO ARGUETA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO APORTACION SOLIDARIA E IMPUESTO DE GANANCIA DE CAPITAL Y DEMAS IMPUESTOS CONEXOS A LA RENTA PARA EL PERIODO FISCAL 2017"
2017,11,"Energia Renovable","E2017001492","E2017001492","INVERSIONES SAN MARTIN S. A. DE C. V.","DUNIA PRISCILA MURILLO MALDONADO","EXONERACION DEL IMPUESTO SOBRE LA RENTA Y SUS RETENCIONES SOBRE LOS PAGOS DE SERVICIOS U HONORARIOS CONTRATADOS CON PERSONAS NATURALES O JURIDICAS EXTRANJERAS"
2017,11,"Energia Renovable","E2017001784","E2017001784","ACQUA FUTURA S.A. DE C.V.","WALESKA YESSENIA RUIZ BETANCOURT","EXONERACION DEL IMPUESTO SOBRE VENTAS"
2017,11,"Iglesias","E2017001738","E2017001738","IGLESIA CATOLICA","ADA AMALIA PUERTO RAMIREZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y   APORTACION SOLIDARIA"
2017,11,"ONG","E2017001284","E2017001284","HONDURAN FELLOWSHIP MISSIONARIES AND MINISTRIES","GUILLERMO ENRIQUE ARGUETA SOTO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,11,"ONG","E2017001500","E2017001500","ASOCIACION MEJORANDO HONDURAS","ALEJANDRO EMILIO SEVILLA SOSA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"ONG","E2017001613","E2017001613","ASOCIACION AMOR CRISTIANO INTERNACIONAL DE TEGUCIGALPA","RAUL EDGARDO FUENTES POSAS","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,11,"ONG","E2017000393","E2017000393","ASOCIACION HONDUREnA PARA EL FOMENTO DE LA EDUCACION SUPERIOR","SAYRA IRASEMA VARGAS GALLEGOS","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,11,"ONG","E2017000922","E2017000922","COLEGIO HONDURE?O DE PROFESIONALES UNIVERSITARIOS EN CONTADUR?A P?BLICA COHPUCP","ESPERANZA MARIBEL RODRIGUEZ RUIZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,11,"ONG","E2017000866","E2017000866","CENTRO ASESOR PARA EL DESARROLLO DE LOS RECURSOS HUMANOS DE HONDURAS CADERH","HENRY MAURICIO CARDENAS ARDON","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO y APORTACION SOLIDARIA"
2017,11,"ONG","E2016000089","E2016000089","ASOCIACION HONDUREnA DE PLANIFICACION DE FAMILIA ASHONPLAFA","BIENVENIDO BERNABE SORTO RAMIREZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"ONG","E2017001086","E2017001086","SOCIEDAD BIBLICA DE HONDURAS","SANTIAGO OBDULIO HERRERA MAYEN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y   APORTACION SOLIDARIA"
2017,11,"ONG","E2017001053","E2017001053","ASOCIACION FUNDACION CRISTIANA PARA NInOS Y ANCIANOS CHRISTIAN FUNDATION FOR CHILDREN AND AGING UNBOUND","CONCEPCION CHEVEZ VELASQUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y   APORTACION SOLIDARIA"
2017,11,"ONG","E2017000502","E2017000502","COMPAnIA AGRICOLA INDUSTRIAL CEIBE?A S.A. DE C.V. CAICESA","JAVIER ABADIE AGUILAR","EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL PERIODO 2017"
2017,11,"Proyectos Estatales con F. Ex.","E2017001019","E2017001019","TOP INFRA CO. LTD","ARTURO SABILLON PAZ","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL PERIODO 2017 a favor del PROYECTO DE ENERGIA RENOVABLE PARA EL DESARROLLO RURAL SOSTENIBLE"
2017,11,"Proyectos Estatales con F. Ex.","E2017001823","E2017001823","FUNDACION SUIZA DE COOPERACION PARA EL DESARROLLO TECNICO SWISSCONTACT","N/A","PROYECTO DESARROLLO COMPETITIVO INCLUSIVO Y SOSTENIBLE DE LAS CADENAS DE CAF? CACAO FINO DE AROMA EN EL DEPARTAMENTO DEL PARAISO MARA?ON EN LOS DEPARTAMENTOS DE CHOLUTECA Y VALLE EN HONDURAS PROGRESA"
2017,11,"RIT","E2017000392","E2017000392","GRANJAS MARINAS LARVICULTURA S. A. DE C. V.","CLAUDIA GEORGINA REYES ORDO?EZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,11,"RIT","E2017001423","E2017001423","CORPORACION INDUSTRIAL DE SULA S.A. COINSU","HECTOR EMILIO SANCHEZ AGUILERA","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,11,"RIT","E2017001781","E2017001781","INVERSIONES DE EXPORTACIONES S.A.","GEOVANI BARDALES QUESADA","Exoneracion del pago del impuesto al activo neto y aportacion solidaria contenido en el Decreto No. 37 del R?gimen de Importacion Temporal para el periodo fiscal 2017"
2017,11,"RIT","E2017000073","E2017000073","BIOCULTIVOS MARINOS S.A. DE C.V.","GEOVANI BARDALES QUESADA","EXONERACION DEL IMPUESTO SOBRE LA VENTA"
2017,11,"RIT","E2016000142","E2016000142","LARVICULTURA DEL PACIFICO S.A.","GEOVANI BARDALES QUESADA","EXONERACION DEL IMPUESTO SOBRE LA VENTA"
2017,11,"RIT","E2017000030","E2017000030","BIOCULTIVOS MARINOS S.A.","GEOVANI BARDALES QUESADA","EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL PERIODO 2017"
2017,11,"Zolitur","E2017001314","E2017001314","TROPICAL VENTURES S. A.","GLADYS XIOMARA MEDINA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,11,"Zolitur","E2017001641","E2017001641","SILVER SEAFOOD S. DE R. L. DE C. V.","EDITH ROSIBEL DIAZ GOMEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,11,"Zolitur","E2017001636","E2017001636","WATERS EDGE PROPERTIES S. A. DE C. V.","EDITH ROSIBEL DIAZ GOMEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,11,"Zolitur","E2017001230","E2017001230","JOSE ALEJANDRO RAMIREZ ROMERO / DISTRIBUIDORA JACIR","HENRY HERIBERTO ZAVALA ROSALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,11,"Zolitur","E2016000147","E2016000147","PETROLEOS DE ROATAN S.A. PETROA","EDITH ROSIBEL DIAZ GOMEZ","EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL PERIODO 2017"
2017,11,"Zolitur","E2017000696","E2017000696","BAY ISLANDS PROMOTIONAL PRODUCTS S.A. DE C.V.","JENSY MELISSA AMAYA PASTRANA","Exoneracion del pago de Impuesto sobre LA RENTA ACTIVO NETO Y APORTACION SOLIDIARIA PARA EL PERIODO FISCAL 2016"
2017,11,"Zonas Libres","Sin Dato","E2017001775","E2017001775","CARIBBEAN APPETIZERS S.A","GEOVANI BARDALES QUESADA"
2017,11,"Zonas Libres","Sin Dato","E20170000029","E20170000029","DELI HONDURAS S.A.","GEOVANI BARDALES QUESADA"
2017,10,"Zonas Libres","E2017000998","E2017000998","INTERBAI AGROINDUSTRIAL S. DE R.L. DE C.V.","DIANA ELIZABETH HANDAL DE ORDO?EZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,10,"Zonas Libres","E2017000998","E2017000998","INTERBAI AGROINDUSTRIAL S. DE R.L. DE C.V.","DIANA ELIZABETH HANDAL DE ORDO?EZ","SE ACLARA DE OFICIO la RESOLUCION N?MERO No. E2017000998 emitida en fecha 19 de Octubre de 2017"
2017,10,"AgroIndutriales","E2017000347","E2017000347","FABRICA DE ALIMENTOS CONCENTRADOS MEZA S. DE R. L.","MANUEL ENRIQUE MENCIA MELGAR","SE ACLARA DE OFICIO LA RESOLUCION DE EXONERACION DE IMPUESTO SOBRE VENTAS No. E2017000347 de fecha 09 de mayo de 2017"
2017,10,"AgroIndutriales","E2017001635","E2017001635","EMPRESA DE INDUSTRIAS LACTEAS MAYA S. DE R.L. DE C.V.","JUAN JOSE FONSECA RODRIGUEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,10,"AgroIndutriales","E2017000006","E2017000006","CAMIONES Y MOTORES S.A. CAMOSA","FERNANDO MARCELL HERNANDEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,10,"APP","E2017001513","E2017001513","CONSTRUCTORA CC S.A DE C.V.","REBECA LIZETH MELARA RAQUEL","Exoneracion de Pago de la Contribucion Especial por Transacciones Financieras Pro Seguridad Poblacional UNICAMENTE por los ingresos generados del proyecto denominado CENTRO CIVICO GUBERNAMENTAL."
2017,10,"APP","E2017000807","E2017000807","DESARROLLADORA Y OPERADORA DE INFRAESTRUCTURA S.A. DE C.V","OMAR ALEXIS CLAROS CARIAS","EXONERACION DEL IMPUESTO SOBRE LA  RENTA IMPUESTO AL ACTIVO NETO APORTACION SOLIDARIA TEMPORAL ANTICIPO DEL UNO POR CIENTO 1% EN CONCEPTO DE IMPUESTO SOBRE LA RENTA IMPUESTO DEL UNO PUNTO CINCO POR CIENTO 1.5% DE LOS INGRESOS BRUTOS DECLARADOS PARA EL PERIODO FISCAL 2016."
2017,10,"APP","E2017001205","E2017001205","PALMEROLA INTERNATIONAL AIRPORT S.A. DE C.V. PIA S.A. DE C.V.","ALEXA JAMALI ESPINAL MEZA","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,10,"Cooperativas","E2017000998","E2017000998","COOPERATIVA DE AHORRO Y CREDITO COMIVEL LIMITADA","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTVO NETO Y APORTACION SOLIDARIA TEMPORAL para los periodos fiscales 2014 2015 2016 y 2017"
2017,10,"Energia Renovable","E2017001386","E2017001386","GENERAL EQUIPMENT SUPLY SOCIEDAD ANONIMA GES S.A.","MARIO JOSE OSORIO MEDINA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,10,"ONG","E2017001482","E2017001482","FUNDACION ACCION SOLIDARIA","LUIS FERNANDO MANZANO CRUZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"ONG","E2017001504","E2017001504","FUNDACION AGROLIBANO","CONCEPCION CHEVEZ VELASQUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"ONG","E2017000538","E2017000538","ASOCIACION DE GANADEROS Y AGRICULTORES DE ATLANTIDA","OLGA LIZZETTE MELENDEZ NORALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"ONG","E2017001249","E2017001249","ASOCIACION NACIONAL DE INDUSTRIALES ANDI","SANTOS GABINO CARBAJAL","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"Proyectos Estatales con F. Ex.","E2017001019","E2017001019","PROYECTO DE ENERGIA RENOVABLE PARA EL DESARROLLO RURAL SOSTENIBLE","ARTURO SABILLON PAZ","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL PERIODO 2017"
2017,10,"Proyectos Estatales con F. Ex.","E2017001019","E2017001019","PROYECTO DE ENERGIA RENOVABLE PARA EL DESARROLLO RURAL SOSTENIBLE","ARTURO SABILLON PAZ","Primera Modificacion de la Resolucion No.E2017001019 a favor de la Sociedad Mercantil TOP INFRA CO."
2017,10,"Proyectos Estatales con F. Ex.","E2017001166","E2017001166","PROYECTO DE DESARROLLO AGRICOLA BAJO RIEGO DEL VALLE DE JAMASTRAN FASE I","ELICA HIDDAR CASTRO IZAGUIRRE","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL PERIODO 2017"
2017,10,"RIT","E2017001005","E2017001005","CORRUGADOS DE SULA S.A.","SERGIO ROLANDO PERDOMO CORDON","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,10,"RIT","E2017000078","E2017000078","EMCO MINING COMPANY S.A. DE C.V.","AMPARO ANNAIS RIVERA HERNANDEZ","MODIFICACION DE LA RESOLUCION NUMERO E2017000078 DE EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL PERIODO 2017"
2017,10,"Zolitur","E2017001227","E2017001227","SUPERMERCADO ISLE?O","HENRY HERIBERTO ZAVALA ROSALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"Zolitur","E2017001237","E2017001237","COMERCIAL RAMIREZ ALQUILERES Y RENTAS","HENRY HERIBERTO ZAVALA ROSALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"Zolitur","E2017001236","E2017001236","COMERCIAL RAMIREZ S. DE R.L.","HENRY HERIBERTO ZAVALA ROSALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"Zolitur","E2017001238","E2017001238","COMERCIAL RAMIREZ/ DISTRIBUIDORA REY SUPERMERCADO","HENRY HERIBERTO ZAVALA ROSALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"Zolitur","E2017001228","E2017001228","COMERCIAL RAMIREZ NUMERO DOS","HENRY HERIBERTO ZAVALA ROSALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,10,"Zonas Libres","E2017000365","E2017000365","ZOLI COFRADIA INDUSTRIAL PARK S.A.","YESIKA CAROLINA MORAN FLORES","EXONERACION DEL PAGO DE IMPUESTOS SOBRE VENTAS"
2017,9,"AgroIndutriales","E2017000550","E2017000550","SUPERAGRO S. DE R.L. DE C.V.","GABRIELA CASTRO AMADOR","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,9,"AgroIndutriales","E2017000064","E2017000064","AGROPEC S.A. DE C.V.","Abogada IRMA IRNELINE MONTENEGRO GIRON","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,9,"AgroIndutriales","E2017000347","E2017000347","FABRICA DE ALIMENTOS CONCENTRADOS MEZA S. DE L.","CARLOS ALBERTO MEZA MEJIA","Exoneracion del Impuesto Sobre Ventas para la importacion de equipo Agr?cola"
2017,9,"Cooperativas","E2017001083","E2017001083","COOPERATIVA DE AHORRO Y CREDITO SAN ANTONIO MARIA CLARET LIMITADA","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA APORTACION SOLIDIARIA Y ACTIVO NETO PARA EL PERIODO FISCAL 2016"
2017,9,"Cooperativas","E2017001132","E2017001132","COOPERATIVA MIXTA DE VENDEDORES DEL MERCADO LIMITADA COMIXVEM","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA APORTACION SOLIDIARIA Y ACTIVO NETO PARA EL PERIODO FISCAL 2016"
