"anio","mes","sector","resolucion","expediente","beneficiario","apoderado","tramite"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2018000939","E2018000939","ASOCIACIoN DE VIDA ABUNDANTE HONDURAS (AVAH)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"COOPERATIVAS","E2018000544","E2018000544","COOPERATIVA DE AHORRO Y CREDITO INTIBUCANA LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2018001545","E2018001545","INSTITUTO NACIONAL DEMoCRATA PARA ASUNTOS INTERNACIONALES (NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFEIRS)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"ZOLI","E2019001905","E2019001905","GALILTEC SA DE CV","","IMPUESTO SOBRE LA VENTA"
2019,9,"DL-119-2016","E2019001772","E2019001772","BENEFICIO DE GRANOS MATURAVE S.A","","IMPUESTO SOBRE LA VENTA"
2019,9,"DL-119-2016","EM2019000100","EM2019000100","INVERSIONES FOLIA S. DE R. L","","IMPUESTO SOBRE LA VENTA"
2019,9,"ZOLITUR","E2018001120","E2018001120","SAFEWAY MARITIME TRANSPORTATION COMPANY, S.A.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2018001878","E2018001878","ASOCIACIoN DE INVESTIGACIoN PARA EL DESARROLLO ECOLoGICO Y SOCIOECONoMICO (ASIDE)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2018001955","E2018001955","FUNDACION MAS HONDUREnOS TENIENDO IDENTIDAD, VALORES Y ORGULLO (MHOTIVO)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001337","E2019001337","LANGOSTINOS DEL PACIFICO S. A","","ACPV"
2019,9,"ESTADO","EM2019000076","EM2019000076","CONSTRUCTORA QUEIROZ GALVAO S/A","","ACPV"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2019001566","E2019001566","ASOCIACIoN NACIONAL DE AVICULTORES DE HONDURAS","","IMPUESTO SOBRE LA VENTA"
2019,9,"DL-119-2016","E2018002565","E2018002565","INVERSIONES MULTIPLES DE HONDURAS S.A","","IMPUESTO SOBRE LA VENTA"
2019,9,"COOPERATIVAS","E2018002351","E2018002351","COOPERATIVA MIXTA LEMPIRA SUR LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"ENERGiA RENOVABLE","E2019000322","E2019000322","ACQUA FUTURA S. A DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,9,"ENERGiA RENOVABLE","E2019000539","E2019000539","ENERGIA EOLICA DE HONDURAS S. A.","","IMPUESTO SOBRE LA VENTA"
2019,9,"POR TRATADOS Y CONVENIOS INTER","E2019002135","E2019002135","CREATIVE ASSOCIATES INTERNATIONAL INC.","","IMPUESTO SOBRE LA VENTA"
2019,9,"ENERGiA RENOVABLE","E2019001209","E2019001209","GENERACION DE ENERGIA RENOVABLE, S.A.","","IMPUESTO SOBRE LA VENTA"
2019,9,"POR TRATADOS Y CONVENIOS INTER","EM2019000150","EM2019000150","FONDO MONETARIO INTERNACIONAL","","IMPUESTO SOBRE LA VENTA"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001847","E2019001847","DERIVADOS DE MAIZ DE HONDURAS, S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","EM2019000054","EM2019000054","COROJO TABACO S. A","","ACPV"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000239","E2019000239","HAVANO CIGARS S. A","","IMPUESTO SOBRE LA VENTA"
2019,9,"DL-119-2016","E2019002100","E2019002100","FERTILIZANTES DEL NORTE, S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,9,"DL-119-2016","EMA2019000011","EMA2019000011","FERTILIZANTES DEL NORTE, S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","E2018001268","E2018001268","AGROPECUARIA INDUSTRIAL RAiCES S. DE R. L","","APORTACIoN SOLIDARIA"
2019,9,"ALIANZA PuBLICO PRIVADA (APP)","E2019000201","E2019000201","PALMEROLA INTERNATIONAL AIRPORT S. A. DE C. V.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","EA2019000015","EA2019000015","AMERICAN PACIFIC HONDURAS S.A DE C.V  (AMPAC S.A DE C.V)","","IMPUESTO SOBRE LA VENTA"
2019,9,"ESTADO","E2019001912","E2019001912","SERVICIO DE ADMINISTRACIoN DE RENTAS (SAR)","","IMPUESTO SOBRE LA VENTA"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2019002080","E2019002080","FUNDACION NACIONAL PARA EL DESARROLLO DE HONDURAS (FUNADEH)","","IMPUESTO SOBRE LA VENTA"
2019,9,"DL-119-2016","E2019001528","E2019001528","EL COLONO AGROPECUARIO S. A DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2019001778","E2019001778","MANCOMUNIDAD DE MUNICIPIOS DEL SUR DEL DEPARTAMENTO DE LA PAZ (MAMSURPAZ)","","IMPUESTO SOBRE LA VENTA"
2019,9,"POR TRATADOS Y CONVENIOS INTER","E2019001986","E2019001986","DAI GLOBAL, LLC","","IMPUESTO SOBRE LA VENTA"
2019,9,"POR TRATADOS Y CONVENIOS INTER","E2019002081","E2019002081","DAI GLOBAL, LLC","","IMPUESTO SOBRE LA VENTA"
2019,9,"POR TRATADOS Y CONVENIOS INTER","E2019002138","E2019002138","DAI GLOBAL, LLC","","IMPUESTO SOBRE LA VENTA"
2019,9,"POR TRATADOS Y CONVENIOS INTER","E2019002149","E2019002149","DAI GLOBAL, LLC","","IMPUESTO SOBRE LA VENTA"
2019,9,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000655","E2019000655","FINCAS ACUICOLAS S. A. DE C. V. (FINCASA)","","ACPV"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2019001218","E2019001218","ORGANIZACIoN ACDI/VOCA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,9,"ASOCIACIONES SIN FINES DE LUCR","E2019002133","E2019002133","ORGANIZACIoN ACDI/VOCA","","IMPUESTO SOBRE LA VENTA"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000229","E2019000229","INDUSTRIAS DE PLASTICOS S.A.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2018002420","E2018002420","ASOCIACIoN CLUB DE LEONES SAN PEDRO SULA FRATERNIDAD","","IMPUESTO SOBRE LA VENTA"
2019,8,"DL-119-2016","E2019000485","E2019000485","LECHE Y DERIVADOS S.A (LEYDE S.A)","","IMPUESTO SOBRE LA VENTA"
2019,8,"ALIANZA PuBLICO PRIVADA (APP)","E2019001739","E2019001739","CONSTRUCTORA C.C. SOCIEDAD ANONIMA DE CAPITAL VARIABLE","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLI","EM2019000115","EM2019000115","CARACOL KNITS S.A DE C.V","","ACPV"
2019,8,"DL-119-2016","E2019000485","E2019000485","LECHE Y DERIVADOS S.A (LEYDE S.A)","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLITUR","E2018002739","E2018002739","BAY ISLAND DISTRIBUTOR GROUP S.A","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLI","EM2019000115","EM2019000115","CARACOL KNITS S.A DE C.V","","ACPV"
2019,8,"ZOLITUR","E2018002739","E2018002739","BAY ISLAND DISTRIBUTOR GROUP S.A","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLI","E2019000274","E2019000274","ZINMA EXPORT S. DE R.L","","ACPV"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000735","E2019000735","CORPORACION DINANT S.A DE C.V","","ACPV"
2019,8,"COOPERATIVAS","E2018001767","E2018001767","COOPERATIVA DE AHORRO Y CREDITO PADRE GUILLERMO ARSENAULT LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"DL-119-2016","EM2019000104","EM2019000104","LUIS ARTURO PINELL ALANIZ","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019000585","E2019000585","COMISIoN  DE ACCIoN SOCIAL MENONITA (CASM)","","IMPUESTO SOBRE LA VENTA"
2019,8,"ESTADO","E2019001434","E2019001434","ALCALDiA MUNCIPAL COPaN RUINAS","","IMPUESTO SOBRE LA VENTA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019001976","E2019001976","EMBAJADA DE LA REPuBLICA DE COREA","","IMPUESTO SOBRE LA VENTA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019001400","E2019001400","EMBAJADA DE MeXICO","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2018000424","E2018000424","ASOCIACIoN PUEBLO FRANCISCANO DE MUCHACHOS Y MUCHACHAS (APUFRAM)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019000762","E2019000762","FUNDACIoN AGROLIBANO","","IMPUESTO SOBRE LA VENTA"
2019,8,"ESTADO","EM2019000093","EM2019000093","ELECTRIFICACION DEL NORTE, S.A.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ENERGiA RENOVABLE","E2019000380","E2019000380","EMPRESA CENTROAMERICANA DE ENERGIA S. A DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,8,"ENERGiA RENOVABLE","E2019000381","E2019000381","EMPRESA CENTROAMERICANA DE ENERGIA S. A DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019002017","E2019002017","MISIONES DEL AGUA INTERNACIONAL","","IMPUESTO SOBRE LA VENTA"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","EM2019000041","EM2019000041","AGREGADOS DEL CARIBE S. A. DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLITUR","E2019001420","E2019001420","CASH & ORO ROATAN S. DE R. L DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019000095","E2019000095","FUNDACIoN INSTITUTO HOLANDeS PARA LA DEMOCRACIA MULTIPARTIDARIA","","IMPUESTO SOBRE LA VENTA"
2019,8,"ESTADO","E2019001524","E2019001524","CUENTA DEL DESAFIo DEL MILENIO (MCA - HONDURAS)","","IMPUESTO SOBRE LA VENTA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019001991","E2019001991","FUERZA TAREA CONJUNTA BRAVO","","IMPUESTO SOBRE LA VENTA"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001406","E2019001406","GRANJAS MARINAS SAN BERNARDO S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLITUR","E2018002504","E2018002504","ISLAND CONCRETE CONSTRUCTION Y DEVELOPMENT S. A. DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001154","E2019001154","COMPAnIA DISTRIBUIDORA DEL SUR S. DE R. L DE C. V","","ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","EM2019000129","EM2019000129","ASOCIACIoN CESAL","","IMPUESTO SOBRE LA VENTA"
2019,8,"ALIANZA PuBLICO PRIVADA (APP)","E2019001515","E2019001515","DESARROLLADORA Y OPERADORA DE INFRAESTRUCTURA DE HONDURAS, S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019002038","E2019002038","COMITe INTERNACIONAL DE LA CRUZ ROJA","","IMPUESTO SOBRE LA VENTA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019002049","E2019002049","COOPERACIoN SUIZA AL DESARROLLO (COSUDE)","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019001100","E2019001100","RED DE LOS INSTITUTOS TeCNICOS COMUNITARIOS (RED ITC)","","IMPUESTO SOBRE LA VENTA"
2019,8,"ESTADO","E2019001608","E2019001608","ALCALDiA MUNICIPAL DE GRACIAS, LEMPIRA","","IMPUESTO SOBRE LA VENTA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019002117","E2019002117","EMBAJADA DE COLOMBIA","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019001396","E2019001396","ASOCIACIoN KATALYSIS RED MICROFINANCIERA DE CENTRO AMeRICA (RED KATALYSIS)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"DL-119-2016","E2019000382","E2019000382","MOTORES AGROINDUSTRIALES, S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,8,"DL-119-2016","E2018002657","E2018002657","DISEnO Y CONSTRUCCION,S.A. DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,8,"ENERGiA RENOVABLE","E2018001886","E2018001886","ENERGiA BaSICA S. A. DE C. V","","RETENCIoN EN LA FUENTE"
2019,8,"ENERGiA RENOVABLE","E2018002152","E2018002152","ENERGiA BaSICA S. A. DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,8,"COOPERATIVAS","E2018002678","E2018002678","CONSEJO NACIONAL SUPERVISOR DE COOPERATIVAS (CONSUCOOP)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019000688","E2019000688","CARE INTERNACIONAL EN HONDURAS","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2018001875","E2018001875","FUNDACIoN SAN ALONSO RODRIGUEZ","","TASA"
2019,8,"ZOLITUR","E2019001652","E2019001652","ADVANTAGE REAL ESTATE S. A.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ENERGiA RENOVABLE","E2019000413","E2019000413","ENERGIAS SOLARES S. A","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"POR TRATADOS Y CONVENIOS INTER","E2019001562","E2019001562","EMPRESA PROPIETARIA DE LA RED S.A","","IMPUESTO SOBRE LA VENTA"
2019,8,"DL-119-2016","E2019001450","E2019001450","LaCTEOS DE HONDURAS S.A.  DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000186","E2019000186","AGROPECUARIA MONTELIBANO S.A.","","ISV-119"
2019,8,"ZOLI","E2018002556","E2018002556","COMPRESORES DE AIRE Y SERVICIOS SAN PEDRO S. DE R.L","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019001365","E2019001365","FUNDACIoN PANAMERICANA PARA EL DESARROLLO (PAN AMERICAN DEVELOPMENT FOUNDATION)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"LIT","E2019001719","E2019001719","APARTHOTELES DE CENTROAMERICA S. A. DE C. V  (AHCASA)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"COOPERATIVAS","E2019001486","E2019001486","COOPERATIVA MIXTA DEL VALLE LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ZOLI","E2019000389","E2019000389","RECICLAJE DIAMANTE S. A.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ESTADO","E2018000015","E2018000015","CONSTRUCOES GABRIEL A. S. COUTO S. A.","","ACPV"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019001871","E2019001871","CENTRO DE ESTUDIO DE LA MUJER - HONDURAS (CEM-H)","","IMPUESTO SOBRE LA VENTA"
2019,8,"DL-119-2016","E2019000126","E2019000126","ALDER FARMS S.A. DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019001645","E2019001645","MANCOMUNIDAD DE LOS MUNICIPIOS DEL NORTE DE OLANCHO (MAMNO)","","IMPUESTO SOBRE LA VENTA"
2019,8,"DL-119-2016","E2019001484","E2019001484","SERVICIOS AGROPECUARIOS S.A.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ALIANZA PuBLICO PRIVADA (APP)","E2019001617","E2019001617","INGENIEROS CONSULTORES Y CONSTRUCTORES ELECTROMECANICOS PROYECTOS ESPECIALES SOCIEDAD ANONIMA DE CAPITAL VARIABLE","","IMPUESTO SOBRE LA VENTA"
2019,8,"ESTADO","E2019002132","E2019002132","SECRETARIA DE TRABAJO Y SEGURIDAD SOCIAL","","IMPUESTO SOBRE LA VENTA"
2019,8,"IGLESIAS","E2018001369","E2018001369","SOCIEDAD BIBLICA DE HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"COOPERATIVAS","E2019001431","E2019001431","COOPERATIVA DE AHORRO Y CREDITO SAN MARQUEnA LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ZOLITUR","E2019001379","E2019001379","SUN INTERNATIONAL CORPORATION S. DE R. L., DE C. V,","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"ALIANZA PuBLICO PRIVADA (APP)","EM2019000085","EM2019000085","EMPRESA ENERGIA HONDURAS S.A. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ESTADO","E2019001322","E2019001322","UNIVERSIDAD NACIONAL DE AGRICULTURA (UNA)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"IGLESIAS","E2019000865","E2019000865","IGLESIA GRAN COMISION INTERNACIONAL","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"DL-119-2016","E2019001475","E2019001475","INVERSIONES AViCOLAS DURON S DE R. L","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLI","E2019001527","E2019001527","MOUNT DORA FARMS DE HONDURAS S. DE R. L","","ACPV"
2019,8,"ESTADO","EM2019000097","EM2019000097","CONSTRUCOES GABRIEL A. S. COUTO S. A.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2019000751","E2019000751","ASOCIACIoN HOGAR CREA INTERNACIONAL INCORPORADO CAPITULO HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,8,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000229","E2019000229","INDUSTRIAS DE PLASTICOS S.A.","","IMPUESTO SOBRE LA VENTA"
2019,8,"ASOCIACIONES SIN FINES DE LUCR","E2018002420","E2018002420","ASOCIACIoN CLUB DE LEONES SAN PEDRO SULA FRATERNIDAD","","IMPUESTO SOBRE LA VENTA"
2019,8,"ALIANZA PuBLICO PRIVADA (APP)","E2019001739","E2019001739","CONSTRUCTORA C.C. SOCIEDAD ANONIMA DE CAPITAL VARIABLE","","IMPUESTO SOBRE LA VENTA"
2019,8,"ZOLI","E2019001998","E2019001998","INVERSIONES MI PULPE S. DE R.L.","","ACPV"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001192","E2019001192","COLEGIO MEDICO DE HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001664","E2019001664","ASOCIACIoN VREDESEILANDEN - COOPIBO","","TASA"
2019,7,"DL-119-2016","EM2019000094","EM2019000094","CAFES ESPECIALES CORQUIN, .S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001752","E2019001752","EMBAJADA AMERICANA","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001493","E2019001493","ESCUELA AGRiCOLA PANAMERICANA INC.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001743","E2019001743","BANCO INTERAMERICANO DE DESARROLLO (BID)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ZOLI","E2019000170","E2019000170","HONDURAS POWER & STEAM SUPPLY CORPORATION, S. A. DE C. V.","","ACPV"
2019,7,"ZOLI","E2019001306","E2019001306","CENTRO DE CONTACTOS LATAM, S. A. DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"IGLESIAS","E2019001447","E2019001447","IGLESIA DE CRISTO ABIEL, DIOS MI PADRE","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001295","E2019001295","INVERSIONES LOS PINARES S. A DE C. V","","ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ESTADO","E2019001055","E2019001055","INSTITUTO DE PREVISIoN MILITAR (IPM)","","IMPUESTO SOBRE LA RENTA"
2019,7,"FOMENTO AL TURISMO","E2019001495","E2019001495","INVERSIONES TURISTICAS LA POSADA DE MI VIEJO S DE R. L","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","E2018002222","E2018002222","ROATAN PROVISION COMPANY S. DE R.L","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ESTADO","E2019001359","E2019001359","SECRETARIA DE ESTADO EN EL DESPACHO DE SEGURIDAD","","IMPUESTO SOBRE LA VENTA"
2019,7,"ENERGiA RENOVABLE","E2018001950","E2018001950","AZUCARERA LA GRECIA S.A DE C.V","","ISV-119"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001075","E2019001075","CREATIVE ASSOCIATES INTERNATIONAL INC.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ENERGiA RENOVABLE","E2018001509","E2018001509","SOCIEDAD ELECTRICA MESOAMERICANA S.A DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018002619","E2018002619","ASOCIACIoN RENOVANDO HONDURAS","","IMPUESTO SOBRE LA VENTA"
