"Ano","Mes","Solicitante","Beneficiario","Tipo_Solicitante","Sub_Tipo_Dispensa","Resolucion","Moneda","Valor_CIF_Suma"
"2019","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","244615.81"
"2019","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","140977.36"
"2019","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","346656.36"
"2019","1","CONSTRUCTORA C.C. SOCIEDAD ANONIMA DE CAPITAL VARIABLE","CENTRO CIVICO GUBERNAMENTAL","DISPENSAS ESPECIALES","APP","CON LUGAR","US$","17159.64"
"2019","1","ALIANZA DONDE CRUZAN LOS CAMINOS CROSSROADS ALLIANCE MINISTRIES INC","ALIANZA DONDE CRUZAN LOS CAMINOS CROSSROADS ALLIANCE MINISTRIES INC","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","17059.07"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","CARLOS MENDOZA","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","6691.38"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","SCOTT RAY ALVAREZ","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","11145.00"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","SHERYL SUZANNAH DUPUIS","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","18013.00"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","ROBERT EMMETT MYERS","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","29872.39"
"2019","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","1274584.38"
"2019","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","451654.96"
"2019","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","198414.36"
"2019","1","HAZAMA ANDO CORPORATION","THE PROJECT FOR LANDSLIDE  PREVENTION IN NATIONAL ROAD NO.6","DISPENSAS ESPECIALES","CONSTRUCTORAS (CONVENIO)","CON LUGAR","US$","1678.30"
"2019","1","VIENTOS DE SAN MARCOS, S.A DE C.V. (VESAM)","PROYECTO EOLICO CHINCHAYOTE","DISPENSAS ESPECIALES","ENERGIA EOLICA","CON LUGAR","US$","21268.57"
"2019","1","PROGRAMA DE LAS NACIONES UNIDAS  PARA EL DESARROLLO  PNUD","PROYECTO 00087688 APOYO A GESTION ESTRATEGICA DE HONDUTEL","DISPENSAS OFICIALES","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO P.N.U.D.","CON LUGAR","US$","14032.20"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","IAN ALEXANDER TASIOPOULOS","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","3685.27"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","CHISTOPHER ALLAN LUCIA","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","1604.00"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","CHARLES VICENT MURPHY","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","9814.99"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","2298.44"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","147.30"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","7971.19"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","29576.07"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","247.73"
"2019","1","IGLESIA CATOLICA DE HONDURAS","DIOCESIS DE SAN PEDRO SULA PARROQUIA NUESTRA SEÑORA DE GUADALUPE","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","13623.47"
"2019","1","LA ASOCIACION  CAPACITACION EDUCACION, PRODUCCION, UNIFICACION, DESARROLLO, ORGANIZACION    CEPUDO","CEPUDO","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","11817.68"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","828534.20"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","161.80"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","8168.66"
"2019","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","381.97"
"2019","1","NUEVA SOCIEDAD HOTELERA S.A. DE C.V.","COPANTL HOTEL & CONVENTION CENTER","DISPENSAS ESPECIALES","FOMENTO AL TURISMO","CON LUGAR","US$","81126.00"
"2019","1","NUEVA SOCIEDAD HOTELERA S.A. DE C.V.","COPANTL HOTEL & CONVENTION CENTER","DISPENSAS ESPECIALES","FOMENTO AL TURISMO","CON LUGAR","US$","10180.00"
"2019","1","NUEVA SOCIEDAD HOTELERA S.A. DE C.V.","COPANTL HOTEL & CONVENTION CENTER","DISPENSAS ESPECIALES","FOMENTO AL TURISMO","CON LUGAR","US$","3815.00"
"2019","1","EMPRESA NACIONAL DE ENERGIA ELECTRICA  ENEE","PROYECTO HIDROELECTRICA PATUCA III PIEDRAS AMARILLAS","DISPENSAS OFICIALES","EMPRESA NACIONAL DE ENERGIA ELECTRICA","CON LUGAR","US$","179638.56"
"2019","1","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","35013.55"
"2019","1","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","41758.67"
"2019","1","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","15297.31"
"2019","1","AGENCIA DE COOPERACION ALEMANA AL DESARROLLO GIZ","INSTITUTO DE CONSERVACION Y DESARROLLO FORESTAL ICF","SOLICITUD DE VENTA DE VEH","TRASPASO OFICIAL (POR DONACIÓN AL ESTADO, INSTITUCIONES CON BENEFICIO 1890)","CON LUGAR","US$","24300.00"
"2019","1","AGENCIA DE COOPERACION ALEMANA AL DESARROLLO GIZ","INSTITUTO DE CONSERVACION Y DESARROLLO FORESTAL ICF","SOLICITUD DE VENTA DE VEH","TRASPASO OFICIAL (POR DONACIÓN AL ESTADO, INSTITUCIONES CON BENEFICIO 1890)","CON LUGAR","US$","188100.00"
"2019","1","PROGRAMA MUNDIAL DE ALIMENTOS PMA","PROGRAMA MUNDIAL DE ALIMENTOS  PMA","DISPENSAS OFICIALES","FAO/PMA","CON LUGAR","US$","178805.91"
"2019","1","FUNDACION UNIENDO AMERICA DE HONDURAS","FUNDACION UNIENDO AMERICA DE HONDURAS","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","12061.00"
"2019","1","FUNDACION MANOS AMIGAS DE HONDURAS","FUNDACION MANOS AMIGAS DE HONDURAS","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","33976.00"
"2019","1","FUNDACION MANOS AMIGAS DE HONDURAS","FUNDACION MANOS AMIGAS DE HONDURAS","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","2638.00"
"2019","1","ROBERT T GRBAC JR","ROBERT T GRBAC JR","DISPENSAS ESPECIALES","PENSIONADOS Y RENTISTAS","CON LUGAR","US$","23854.51"
"2019","1","MARCAS MUNDIALES DE HONDURAS (ROATAN) S.A. DE C.V.","MARCAS MUNDIALES DE HONDURAS (ROTAN) S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","30128.20"
"2019","1","IMPORTADORA COMERCIAL DE ROATAN S.A.","IMPORTADORA COMERCIAL DE ROATAN S.A.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","16626.29"
"2019","1","UTILA POWER COMPANY  S.A. DE C.V.","UTILA POWER COMPANY S.A DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","26199.33"
"2019","1","GENERAL CONCRETE SERVICES, S.A. DE C.V.","GENERAL  CONCRETE SERVICES, S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","21817.69"
"2019","1","GENERAL CONCRETE SERVICES, S.A. DE C.V.","GENERAL  CONCRETE SERVICES, S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","12750.13"
