"Ano","Mes","Solicitante","Beneficiario","Tipo_Solicitante","Sub_Tipo_Dispensa","Resolucion","Moneda","Valor_CIF_Suma"
"2015","1","DESPACHO DE LA PRIMERA DAMA, CASA PRESIDENCIAL","EL DESPACHO DE LA PRIMERA DAMA, CASA PRESIDENCIAL","DISPENSAS OFICIALES","DONACIONES SECTOR PUBLICO (Decreto 18-90)","CON LUGAR","US$","42286.92"
"2015","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","332994.72"
"2015","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","126181.00"
"2015","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","10068.88"
"2015","1","MECANISMOS DE ENERGÍA RENOVABLE S.A. DE C.V. (MECER)","PROYECTO SOLAR DEL SUR","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","255820.28"
"2015","1","MECANISMOS DE ENERGÍA RENOVABLE S.A. DE C.V. (MECER)","PROYECTO SOLAR DEL SUR","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","733000.00"
"2015","1","MECANISMOS DE ENERGÍA RENOVABLE S.A. DE C.V. (MECER)","PROYECTO SOLAR DEL SUR","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","350844.36"
"2015","1","DESPACHO DE LA PRIMERA DAMA, CASA PRESIDENCIAL","CASA PRESIDENCIAL","DISPENSAS OFICIALES","DONACIONES SECTOR PUBLICO (Decreto 18-90)","CON LUGAR","US$","2967.00"
"2015","1","IGLESIA CATOLICA DE HONDURAS","DIOCESIS DE SANTA ROSA DE COPAN  PARROQUIA DULCE NOMBRE DE MARIA","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","25600.00"
"2015","1","IGLESIA CATOLICA DE HONDURAS","DIOCESIS DE TEGUCIGALPA  HERMANAS MISIONERAS SAGRADO CORAZON DE JESUS","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","22400.00"
"2015","1","IGLESIA CATOLICA DE HONDURAS","PARROQUIA EMMANUEL  SAN MANUEL CORTES","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","9751.32"
"2015","1","IGLESIA CATOLICA DE HONDURAS","SOCIEDAD DE LOS PADRES JAVERIENOS  CENTRO DE FORMACION Y ANIMACION MISIONERA","SOLICITUD DE VENTA DE VEH","VENTA IGLESIAS PREVIO PAGO","CON LUGAR","US$","19505.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","1870.14"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","89921.84"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","2479.44"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","ROYAL SIMEON RIPLEY","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","14164.69"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","266599.06"
"2015","1","HONDURAN GREEN POWER CORPORATION S.A. DE C.V.","HONDURAN GREEN POWER CORPORATION S.A. DE C.V.","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","1221450.00"
"2015","1","ASOCIACION BRIGADAS AMOR CRISTIANO","ASOCIACION BRIGADAS DE AMOR CRISTIANO","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","11275.83"
"2015","1","MINISTERIO ALIMENTANDO A LOS PEQUEÑITOS DE DIOS","MINISTERIO ALIMENTANDO A LOS PEQUEÑITOS DE DIOS","DISPENSAS ESPECIALES","CONFRATERNIDAD EVANGELICA","CON LUGAR","US$","18424.40"
"2015","1","IGLESIA CATOLICA DE HONDURAS","ARQUIDIOCESIS DE TEGUCIGALPA (PROYECTO ZULEMA)","SOLICITUD DE VENTA DE VEH","VENTA IGLESIAS PREVIO PAGO","CON LUGAR","US$","16300.00"
"2015","1","CONCESIONARIA VIAL HONDURAS S.A. DE C.V.","CONCESIONARIA VIAL HONDURAS S.A. DE C.V.","PERMISOS ESPECIALES DE IM","CONSTRUCTORAS (SOPTRAVI)","CON LUGAR","US$","347880.70"
"2015","1","IGLESIA CATOLICA DE HONDURAS","ARQUIDIOCESIS DE TEGUCIGALPA PARROQUIA DE TEUPASENTI, DEPARTAMENTO DE EL PARAISO","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ESPECIALES","CON LUGAR","US$","16300.00"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","61973.26"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","1857.76"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","20789.17"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","508380.00"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","12734.09"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","186644.45"
"2015","1","EMBAJADA DE LA SOBERANA ORDEN MILITAR HOSPITALARIA DE MALTA","EMBAJADA DE LA SOBERANA ORDEN MILITAR HOSPITALARIA DE MALTA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","11003.00"
"2015","1","EMBAJADA DE LA SOBERANA ORDEN MILITAR HOSPITALARIA DE MALTA","EMBAJADA DE LA SOBERANA ORDEN MILITAR HOSPITALARIA DE MALTA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","88481.00"
"2015","1","AGENCIA SUIZA PARA EL DESARROLLO Y LA COOPERACION (COSUDE)","COOPERACIÓN SUIZA AL DESARROLLO   COSUDE","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ORGANISMOS INTERNACIONALES","CON LUGAR","US$","22500.00"
"2015","1","AGENCIA SUIZA PARA EL DESARROLLO Y LA COOPERACION (COSUDE)","COOPERACIÓN SUIZA AL DESARROLLO   COSUDE","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ORGANISMOS INTERNACIONALES","CON LUGAR","LPS","300960.00"
"2015","1","AGENCIA SUIZA PARA EL DESARROLLO Y LA COOPERACION (COSUDE)","COOPERACIÓN SUIZA AL DESARROLLO   COSUDE","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ORGANISMOS INTERNACIONALES","CON LUGAR","LPS","27000.00"
"2015","1","AGENCIA SUIZA PARA EL DESARROLLO Y LA COOPERACION (COSUDE)","COOPERACIÓN SUIZA AL DESARROLLO   COSUDE","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ORGANISMOS INTERNACIONALES","CON LUGAR","US$","26000.00"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","13985.97"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","61588.25"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","6967.45"
"2015","1","BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA","MAURICIO ESPINOZA TROYO","SOLICITUD DE VENTA DE VEH","VENTA PARA FUNCIONARIOS DEL BCIE","CON LUGAR","US$","37800.00"
"2015","1","BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA","KARINA LISSY FAJARDO PINEDA","SOLICITUD DE VENTA DE VEH","VENTA PARA FUNCIONARIOS DEL BCIE","CON LUGAR","US$","30000.00"
"2015","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","1513914.83"
"2015","1","LA ASOCIACION  CAPACITACION EDUCACION, PRODUCCION, UNIFICACION, DESARROLLO, ORGANIZACION    CEPUDO","LA ASOCIACION  CAPACITACION., EDUCACION PRODUCCION, UNIFICACION, DESARROLLO, Y ORGANIZACION","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","34440.00"
"2015","1","SUNEDISON INTERNATIONAL CONSTRUCTION LLC, SUCURSAL HONDURAS","GRANJA SOLAR DE CHOLUTECA II SERSA","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","35350.70"
"2015","1","SUNEDISON INTERNATIONAL CONSTRUCTION LLC, SUCURSAL HONDURAS","GRANJA SOLAR DE CHOLUTECA II SERSA","DISPENSAS ESPECIALES","ENEGIA SOLAR","CON LUGAR","US$","329300.04"
"2015","1","SUNEDISON INTERNATIONAL CONSTRUCTION LLC, SUCURSAL HONDURAS","GRANJA SOLAR DE CHOLUTECA II SERSA","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","1007181.46"
"2015","1","SUNEDISON INTERNATIONAL CONSTRUCTION LLC, SUCURSAL HONDURAS","GRANJA SOLAR DE CHOLUTECA II SERSA","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","1455480.32"
"2015","1","SUNEDISON INTERNATIONAL CONSTRUCTION LLC, SUCURSAL HONDURAS","GRANJA SOLAR DE CHOLUTECA II SERSA","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","1043711.28"
"2015","1","SUNEDISON INTERNATIONAL CONSTRUCTION LLC, SUCURSAL HONDURAS","GRANJA SOLAR DE CHOLUTECA II SERSA","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","48511.92"
"2015","1","ELDON S, S.A DE C.V.","ELDON S, S.A DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","83760.89"
"2015","1","UNIVERSAL AUTOMOTRIZ, S.A DE C.V (UNIAUTO)","UNIVERSAL AUTOMOTRIZ, S.A DE C.V (UNIAUTO)","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ARRENDADORAS","CON LUGAR","LPS","306341.14"
"2015","1","UNIVERSAL AUTOMOTRIZ, S.A DE C.V (UNIAUTO)","UNIVERSAL AUTOMOTRIZ, S.A DE C.V (UNIAUTO)","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ARRENDADORAS","CON LUGAR","US$","306341.14"
"2015","1","EMPRESA SERVICIOS TURISTICOS Y HOTELEROS DE HONDURAS S.A.","PROYECTO HOTEL QUINTA INN & SUITE","DISPENSAS ESPECIALES","INCENTIVOS AL TURISMO","CON LUGAR","US$","68000.00"
"2015","1","SMARTSOLAR S.A DE C.V","PROYECTOS DE GENERACION DE ENERGIA SOLAR","DISPENSAS ESPECIALES","ENEGIA SOLAR","CON LUGAR","US$","107380.00"
"2015","1","ALIMENTOS Y SERVICIOS, S. DE R.L DE C.V (ALYSER)","ALIMENTOS Y SERVICIOS, S. DE R.L DE C.V (ALYSER)","SOLICITUD DE VENTA DE VEH","VENTA  PREVIO PAGO DE VEHICULO ADQUIRIDO CON PERMISO ESPECIAL DE IMP. TEMP.","CON LUGAR","US$","20377.00"
"2015","1","EMBAJADA DE CANADA","FRANK SCHNEIDER","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","13043.75"
"2015","1","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","ANTHONYS KEY HOTEL CORPORATION S.A. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","33534.38"
"2015","1","IGLESIA CATOLICA DE HONDURAS","DIOCESIS SANTA ROSA DE COPAN","SOLICITUD DE VENTA DE VEH","VENTA IGLESIAS PREVIO PAGO","CON LUGAR","US$","45147.83"
"2015","1","SECRETARIA DE SALUD","REGION DEPARTAMENTAL  DE SALUD LEMPIRA","DISPENSAS OFICIALES","DONACIONES SECTOR PUBLICO (Decreto 18-90)","CON LUGAR","US$","8156.76"
"2015","1","IGLESIA CATOLICA DE HONDURAS","ARQUIDIOCESIS DE TEGUCIGALPA CONFERENCIA ESPISCOPAL DE HONDURAS","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","22944.84"
"2015","1","BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA","ANISORC BRITO RAMIREZ","SOLICITUD DE VENTA DE VEH","VENTA PARA FUNCIONARIOS DEL BCIE","CON LUGAR","US$","16300.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","24300.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","198000.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","ERNESTO CANO JR","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","7534.83"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","THEODORE LE BOUTILLIER GLEN IV","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","2963.86"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","JAMINA SOFHIA RAMIREZ","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","25626.13"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","THEODORE LE BOUTILLIER GLEN IV","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","24789.46"
"2015","1","SECRETARIA DE SALUD","PROGRAMA AMPLIADO  DE INMUNIZACIONES","DISPENSAS OFICIALES","SECRETARIA DE SALUD COMPRAS","CON LUGAR","US$","121121.60"
"2015","1","SOCIEDAD EDUCACIONAL INTERAMERICANA DE TEGUCIGALPA","SOCIEDAD EDUCACIONAL INTERAMERICANA DE TEGUCIGALPA","SOLICITUD DE VENTA DE VEH","VENTA PREVIO PAGO ONG","CON LUGAR","US$","26199.00"
"2015","1","CARLOS DANILO SUAZO MEJIA","CARLOS DANILO SUAZO MEJIA","DISPENSAS ESPECIALES","HONDUREÑO AUSENTE","CON LUGAR","US$","17500.00"
"2015","1","BAY ISLAND ELECTRIC SUPLY Y PLAZA MAR","BAY ISLAND ELECTRIC SUPLY Y PLAZA MAR","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","9230.40"
"2015","1","GRUPO GALINDO, S.A.","GRUPO GALINDO, S.A.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","2444.21"
"2015","1","CASH & ORO ROATAN, S. DE R.L. DE C.V.","CASH & ORO ROATAN, S. DE R.L. DE C.V.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","11209.97"
"2015","1","DIAMONDS INTERNATIONAL HONDURAS, S.A.","DIAMONDS INTERNATIONAL HONDURAS, S.A.","PERMISOS ESPECIALES DE RE","PERMISOS ESPECIALES DE REEXPORTACION","CON LUGAR","US$","9537.41"
"2015","1","DUFRY ROATAN, S.A.","DUFRY ROATAN, S.A.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","88445.03"
"2015","1","DIAMONDS INTERNATIONAL HONDURAS, S.A.","DIAMONDS INTERNATIONAL HONDURAS, S.A.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","1103817.29"
"2015","1","DIAMONDS INTERNATIONAL HONDURAS, S.A.","DIAMONDS INTERNATIONAL HONDURAS, S.A.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","15014.60"
"2015","1","HAPPY HOGS IMPORTS SA.","HAPPY HOGS IMPORTS SA.","DISPENSAS ESPECIALES","ZOLITUR","CON LUGAR","US$","26642.68"
"2015","1","COMPAÑIA HONDUREÑA DE ENERGIA SOLAR S.A DE C.V (COHESSA)","SOLAR FOTOVOLTAICO VALLE","DISPENSAS ESPECIALES","ENEGIA SOLAR","CON LUGAR","US$","52441.20"
"2015","1","COMPAÑIA HONDUREÑA DE ENERGIA SOLAR S.A DE C.V (COHESSA)","SOLAR FOTOVOLTAICO VALLE","DISPENSAS ESPECIALES","ENEGIA SOLAR","CON LUGAR","US$","82827.28"
"2015","1","COMPAÑIA HONDUREÑA DE ENERGIA SOLAR S.A DE C.V (COHESSA)","SOLAR FOTOVOLTAICO VALLE","DISPENSAS ESPECIALES","ENEGIA SOLAR","CON LUGAR","US$","2699730.00"
"2015","1","SOLAR POWER S.A DE C.V (SOPOSA)","PROYECTO SOLAR FOTOVOLTAICO NACAOME I","DISPENSAS ESPECIALES","ENEGIA SOLAR","CON LUGAR","US$","2699730.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","THEODORE LE BOUTILLIER GLEN IV","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","332.22"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","2326.02"
"2015","1","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA  COCESNA","COSESNA","DISPENSAS OFICIALES","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA COCESNA","CON LUGAR","US$","8077.17"
"2015","1","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA  COCESNA","COSESNA","DISPENSAS OFICIALES","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA COCESNA","CON LUGAR","US$","38165.00"
"2015","1","PROGRAMA MUNDIAL DE ALIMENTOS PMA","PROGRAMA MUNDIAL DE ALIMENTOS  PMA","DISPENSAS OFICIALES","FAO/PMA","CON LUGAR","US$","175280.54"
"2015","1","IGLESIA CATOLICA DE HONDURAS","PARROQUIA NUESTRA SEÑORA DE GUADALUPE DE LA LIMA CORTES","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","6665.38"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","24750.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","24750.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","CARLOS MANUEL GONZALEZ","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","14739.00"
"2015","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","DISPENSAS OFICIALES","EMBAJADAS","CON LUGAR","US$","36089.01"
"2015","1","SECRETARIA DE SALUD","LABORATORIO DE VIROLOGÍA DEPENDIENTE DE LA DIVISIÓN DE LABORATORIO","DISPENSAS OFICIALES","DONACIONES SECTOR PUBLICO (Decreto 18-90)","CON LUGAR","US$","5204.14"
"2015","1","MECANISMOS DE ENERGÍA RENOVABLE S.A. DE C.V. (MECER)","PROYECTO SOLAR DEL SUR","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","53819.03"
"2015","1","MECANISMOS DE ENERGÍA RENOVABLE S.A. DE C.V. (MECER)","PROYECTO SOLAR DEL SUR","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","496466.77"
"2015","1","MECANISMOS DE ENERGÍA RENOVABLE S.A. DE C.V. (MECER)","PROYECTO SOLAR DEL SUR","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","2290605.00"
"2015","1","HIDROELECTRICAS DE OCCIDENTE S DE R.L.C.V","PROYECTO HIDROELECTRICO PENCALIGUE","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","53185.50"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","161453.18"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","30937.09"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","28488.65"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","33168.04"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","72012.47"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","1066191.09"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","230461.52"
"2015","1","GEOTERMICA PLATANARES S.A .DE C.V.  (GEOPLATANARES)","PROYECTO GEOTERMICA PLATANARES","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","32256.08"
